starttime	seconds	ctime	dtime	ttime	wait
Sun Dec 11 17:02:32 2022	1670749352	0	413	413	410
Sun Dec 11 17:02:36 2022	1670749356	0	413	413	412
Sun Dec 11 17:02:35 2022	1670749355	0	413	413	412
Sun Dec 11 17:02:33 2022	1670749353	0	413	413	412
Sun Dec 11 17:02:32 2022	1670749352	0	413	413	412
Sun Dec 11 17:02:34 2022	1670749354	0	413	413	412
Sun Dec 11 17:02:39 2022	1670749359	0	413	413	413
Sun Dec 11 17:02:33 2022	1670749353	0	413	413	413
Sun Dec 11 17:02:39 2022	1670749359	0	413	413	413
Sun Dec 11 17:02:39 2022	1670749359	0	413	413	412
Sun Dec 11 17:02:36 2022	1670749356	0	413	413	413
Sun Dec 11 17:02:39 2022	1670749359	0	413	413	412
Sun Dec 11 17:02:38 2022	1670749358	0	413	413	413
Sun Dec 11 17:02:34 2022	1670749354	0	413	414	413
Sun Dec 11 17:02:39 2022	1670749359	0	414	414	413
Sun Dec 11 17:02:37 2022	1670749357	0	413	414	413
Sun Dec 11 17:02:34 2022	1670749354	0	414	414	413
Sun Dec 11 17:02:38 2022	1670749358	0	413	414	413
Sun Dec 11 17:02:37 2022	1670749357	0	414	414	412
Sun Dec 11 17:02:32 2022	1670749352	0	414	414	411
Sun Dec 11 17:02:36 2022	1670749356	0	414	414	413
Sun Dec 11 17:02:36 2022	1670749356	0	414	414	413
Sun Dec 11 17:02:38 2022	1670749358	0	414	414	413
Sun Dec 11 17:02:37 2022	1670749357	0	414	414	413
Sun Dec 11 17:02:34 2022	1670749354	0	414	414	413
Sun Dec 11 17:02:39 2022	1670749359	0	414	414	413
Sun Dec 11 17:02:37 2022	1670749357	1	413	414	413
Sun Dec 11 17:02:33 2022	1670749353	0	414	414	414
Sun Dec 11 17:02:34 2022	1670749354	0	414	414	413
Sun Dec 11 17:02:32 2022	1670749352	0	414	414	413
Sun Dec 11 17:02:37 2022	1670749357	0	414	414	414
Sun Dec 11 17:02:32 2022	1670749352	0	414	414	413
Sun Dec 11 17:02:34 2022	1670749354	0	414	414	414
Sun Dec 11 17:02:32 2022	1670749352	0	414	415	414
Sun Dec 11 17:02:34 2022	1670749354	0	414	415	414
Sun Dec 11 17:02:35 2022	1670749355	0	414	415	414
Sun Dec 11 17:02:36 2022	1670749356	0	414	415	413
Sun Dec 11 17:02:35 2022	1670749355	0	415	415	414
Sun Dec 11 17:02:36 2022	1670749356	0	415	415	414
Sun Dec 11 17:02:39 2022	1670749359	0	415	415	414
Sun Dec 11 17:02:34 2022	1670749354	0	415	415	414
Sun Dec 11 17:02:39 2022	1670749359	0	415	415	414
Sun Dec 11 17:02:32 2022	1670749352	0	415	415	414
Sun Dec 11 17:02:34 2022	1670749354	0	415	415	414
Sun Dec 11 17:02:34 2022	1670749354	0	415	415	414
Sun Dec 11 17:02:40 2022	1670749360	0	415	415	414
Sun Dec 11 17:02:34 2022	1670749354	0	415	415	414
Sun Dec 11 17:02:38 2022	1670749358	0	415	415	415
Sun Dec 11 17:02:39 2022	1670749359	0	415	415	414
Sun Dec 11 17:02:34 2022	1670749354	0	415	415	414
Sun Dec 11 17:02:32 2022	1670749352	0	415	415	415
Sun Dec 11 17:02:38 2022	1670749358	0	415	415	414
Sun Dec 11 17:02:34 2022	1670749354	0	415	415	414
Sun Dec 11 17:02:36 2022	1670749356	0	415	415	415
Sun Dec 11 17:02:39 2022	1670749359	0	415	415	415
Sun Dec 11 17:02:36 2022	1670749356	0	415	415	415
Sun Dec 11 17:02:37 2022	1670749357	0	415	415	413
Sun Dec 11 17:02:39 2022	1670749359	0	415	415	415
Sun Dec 11 17:02:36 2022	1670749356	0	415	415	415
Sun Dec 11 17:02:39 2022	1670749359	0	415	415	415
Sun Dec 11 17:02:34 2022	1670749354	0	415	415	415
Sun Dec 11 17:02:34 2022	1670749354	0	415	415	414
Sun Dec 11 17:02:33 2022	1670749353	0	415	415	414
Sun Dec 11 17:02:33 2022	1670749353	0	415	415	415
Sun Dec 11 17:02:35 2022	1670749355	0	415	416	415
Sun Dec 11 17:02:34 2022	1670749354	0	415	416	415
Sun Dec 11 17:02:39 2022	1670749359	0	415	416	415
Sun Dec 11 17:02:39 2022	1670749359	0	416	416	415
Sun Dec 11 17:02:34 2022	1670749354	0	416	416	415
Sun Dec 11 17:02:36 2022	1670749356	0	415	416	415
Sun Dec 11 17:02:36 2022	1670749356	0	416	416	415
Sun Dec 11 17:02:33 2022	1670749353	0	416	416	413
Sun Dec 11 17:02:34 2022	1670749354	0	416	416	415
Sun Dec 11 17:02:32 2022	1670749352	0	416	416	415
Sun Dec 11 17:02:38 2022	1670749358	0	416	416	415
Sun Dec 11 17:02:35 2022	1670749355	1	415	416	415
Sun Dec 11 17:02:34 2022	1670749354	0	416	416	415
Sun Dec 11 17:02:34 2022	1670749354	0	416	416	416
Sun Dec 11 17:02:39 2022	1670749359	0	416	416	415
Sun Dec 11 17:02:33 2022	1670749353	0	416	416	415
Sun Dec 11 17:02:34 2022	1670749354	0	416	416	415
Sun Dec 11 17:02:34 2022	1670749354	0	416	416	416
Sun Dec 11 17:02:38 2022	1670749358	0	416	416	415
Sun Dec 11 17:02:35 2022	1670749355	0	416	416	416
Sun Dec 11 17:02:33 2022	1670749353	0	416	416	416
Sun Dec 11 17:02:35 2022	1670749355	0	416	416	416
Sun Dec 11 17:02:33 2022	1670749353	0	416	417	416
Sun Dec 11 17:02:39 2022	1670749359	0	416	417	416
Sun Dec 11 17:02:37 2022	1670749357	0	416	417	414
Sun Dec 11 17:02:39 2022	1670749359	0	416	417	416
Sun Dec 11 17:02:37 2022	1670749357	0	417	417	416
Sun Dec 11 17:02:36 2022	1670749356	0	417	417	414
Sun Dec 11 17:02:40 2022	1670749360	0	417	417	416
Sun Dec 11 17:02:39 2022	1670749359	0	417	417	416
Sun Dec 11 17:02:33 2022	1670749353	0	417	417	416
Sun Dec 11 17:02:37 2022	1670749357	0	417	417	416
Sun Dec 11 17:02:34 2022	1670749354	0	417	417	416
Sun Dec 11 17:02:36 2022	1670749356	0	417	417	417
Sun Dec 11 17:02:34 2022	1670749354	0	417	417	416
Sun Dec 11 17:02:32 2022	1670749352	0	417	417	417
Sun Dec 11 17:02:36 2022	1670749356	0	417	417	417
Sun Dec 11 17:02:34 2022	1670749354	0	417	417	416
Sun Dec 11 17:02:35 2022	1670749355	0	417	417	415
Sun Dec 11 17:02:32 2022	1670749352	0	417	417	417
Sun Dec 11 17:02:35 2022	1670749355	0	417	417	417
Sun Dec 11 17:02:36 2022	1670749356	1	417	417	416
Sun Dec 11 17:02:37 2022	1670749357	0	417	417	417
Sun Dec 11 17:02:36 2022	1670749356	0	417	417	416
Sun Dec 11 17:02:34 2022	1670749354	0	417	417	417
Sun Dec 11 17:02:37 2022	1670749357	0	417	417	416
Sun Dec 11 17:02:34 2022	1670749354	0	417	417	417
Sun Dec 11 17:02:35 2022	1670749355	0	417	417	416
Sun Dec 11 17:02:34 2022	1670749354	0	417	417	417
Sun Dec 11 17:02:34 2022	1670749354	0	417	418	412
Sun Dec 11 17:02:34 2022	1670749354	0	418	418	417
Sun Dec 11 17:02:38 2022	1670749358	0	418	418	417
Sun Dec 11 17:02:34 2022	1670749354	0	418	418	417
Sun Dec 11 17:02:36 2022	1670749356	0	418	418	417
Sun Dec 11 17:02:38 2022	1670749358	0	418	418	417
Sun Dec 11 17:02:36 2022	1670749356	0	418	418	417
Sun Dec 11 17:02:34 2022	1670749354	0	418	418	417
Sun Dec 11 17:02:34 2022	1670749354	0	418	418	417
Sun Dec 11 17:02:35 2022	1670749355	0	418	418	417
Sun Dec 11 17:02:35 2022	1670749355	0	418	418	417
Sun Dec 11 17:02:34 2022	1670749354	0	418	418	417
Sun Dec 11 17:02:36 2022	1670749356	0	418	418	417
Sun Dec 11 17:02:32 2022	1670749352	0	418	418	417
Sun Dec 11 17:02:32 2022	1670749352	3	415	418	414
Sun Dec 11 17:02:36 2022	1670749356	0	418	418	416
Sun Dec 11 17:02:38 2022	1670749358	0	418	418	418
Sun Dec 11 17:02:36 2022	1670749356	0	418	418	417
Sun Dec 11 17:02:37 2022	1670749357	0	418	418	417
Sun Dec 11 17:02:35 2022	1670749355	0	418	418	417
Sun Dec 11 17:02:33 2022	1670749353	0	418	418	417
Sun Dec 11 17:02:38 2022	1670749358	0	418	419	416
Sun Dec 11 17:02:34 2022	1670749354	0	418	419	418
Sun Dec 11 17:02:34 2022	1670749354	0	419	419	418
Sun Dec 11 17:02:34 2022	1670749354	0	418	419	418
Sun Dec 11 17:02:32 2022	1670749352	0	418	419	418
Sun Dec 11 17:02:40 2022	1670749360	0	419	419	418
Sun Dec 11 17:02:33 2022	1670749353	0	419	419	418
Sun Dec 11 17:02:38 2022	1670749358	0	419	419	418
Sun Dec 11 17:02:33 2022	1670749353	0	419	419	418
Sun Dec 11 17:02:38 2022	1670749358	0	419	419	416
Sun Dec 11 17:02:32 2022	1670749352	0	419	419	418
Sun Dec 11 17:02:35 2022	1670749355	0	419	419	418
Sun Dec 11 17:02:34 2022	1670749354	0	419	419	418
Sun Dec 11 17:02:38 2022	1670749358	0	419	419	419
Sun Dec 11 17:02:36 2022	1670749356	0	419	419	418
Sun Dec 11 17:02:38 2022	1670749358	0	419	419	417
Sun Dec 11 17:02:33 2022	1670749353	0	419	419	418
Sun Dec 11 17:02:40 2022	1670749360	0	419	419	418
Sun Dec 11 17:02:34 2022	1670749354	0	419	419	419
Sun Dec 11 17:02:36 2022	1670749356	0	419	419	417
Sun Dec 11 17:02:39 2022	1670749359	0	419	419	419
Sun Dec 11 17:02:37 2022	1670749357	0	419	419	418
Sun Dec 11 17:02:35 2022	1670749355	0	419	419	418
Sun Dec 11 17:02:38 2022	1670749358	0	419	419	418
Sun Dec 11 17:02:32 2022	1670749352	4	416	419	415
Sun Dec 11 17:02:39 2022	1670749359	0	419	419	419
Sun Dec 11 17:02:33 2022	1670749353	0	419	419	419
Sun Dec 11 17:02:32 2022	1670749352	4	416	420	409
Sun Dec 11 17:02:36 2022	1670749356	0	419	420	418
Sun Dec 11 17:02:37 2022	1670749357	0	419	420	418
Sun Dec 11 17:02:34 2022	1670749354	0	420	420	419
Sun Dec 11 17:02:34 2022	1670749354	0	420	420	419
Sun Dec 11 17:02:36 2022	1670749356	0	420	420	419
Sun Dec 11 17:02:39 2022	1670749359	0	420	420	419
Sun Dec 11 17:02:37 2022	1670749357	0	420	420	419
Sun Dec 11 17:02:36 2022	1670749356	0	420	420	419
Sun Dec 11 17:02:32 2022	1670749352	4	416	420	414
Sun Dec 11 17:02:34 2022	1670749354	0	420	420	419
Sun Dec 11 17:02:32 2022	1670749352	0	420	420	419
Sun Dec 11 17:02:33 2022	1670749353	0	420	420	419
Sun Dec 11 17:02:38 2022	1670749358	0	420	420	419
Sun Dec 11 17:02:34 2022	1670749354	0	420	420	419
Sun Dec 11 17:02:40 2022	1670749360	0	420	420	416
Sun Dec 11 17:02:32 2022	1670749352	3	417	420	415
Sun Dec 11 17:02:39 2022	1670749359	0	420	420	420
Sun Dec 11 17:02:32 2022	1670749352	4	416	420	414
Sun Dec 11 17:02:38 2022	1670749358	0	420	420	420
Sun Dec 11 17:02:38 2022	1670749358	0	420	420	420
Sun Dec 11 17:02:37 2022	1670749357	0	420	420	420
Sun Dec 11 17:02:37 2022	1670749357	0	420	420	420
Sun Dec 11 17:02:32 2022	1670749352	3	417	420	415
Sun Dec 11 17:02:39 2022	1670749359	0	420	420	420
Sun Dec 11 17:02:34 2022	1670749354	0	420	421	420
Sun Dec 11 17:02:36 2022	1670749356	0	420	421	419
Sun Dec 11 17:02:32 2022	1670749352	0	421	421	420
Sun Dec 11 17:02:39 2022	1670749359	0	420	421	420
Sun Dec 11 17:02:34 2022	1670749354	0	421	421	420
Sun Dec 11 17:02:32 2022	1670749352	0	421	421	420
Sun Dec 11 17:02:37 2022	1670749357	0	421	421	420
Sun Dec 11 17:02:32 2022	1670749352	0	421	421	420
Sun Dec 11 17:02:39 2022	1670749359	0	421	421	420
Sun Dec 11 17:02:35 2022	1670749355	0	421	421	421
Sun Dec 11 17:02:35 2022	1670749355	0	421	421	420
Sun Dec 11 17:02:38 2022	1670749358	0	421	421	421
Sun Dec 11 17:02:33 2022	1670749353	0	421	421	416
Sun Dec 11 17:02:34 2022	1670749354	0	421	421	421
Sun Dec 11 17:02:35 2022	1670749355	0	421	422	421
Sun Dec 11 17:02:33 2022	1670749353	0	422	422	420
Sun Dec 11 17:02:32 2022	1670749352	0	422	422	421
Sun Dec 11 17:02:35 2022	1670749355	0	422	422	421
Sun Dec 11 17:02:32 2022	1670749352	0	422	422	420
Sun Dec 11 17:02:35 2022	1670749355	0	422	422	421
Sun Dec 11 17:02:39 2022	1670749359	0	422	422	421
Sun Dec 11 17:02:38 2022	1670749358	0	422	422	421
Sun Dec 11 17:02:40 2022	1670749360	0	422	422	421
Sun Dec 11 17:02:34 2022	1670749354	0	422	422	421
Sun Dec 11 17:02:37 2022	1670749357	0	422	422	421
Sun Dec 11 17:02:34 2022	1670749354	0	422	422	421
Sun Dec 11 17:02:36 2022	1670749356	0	422	422	421
Sun Dec 11 17:02:38 2022	1670749358	0	422	422	422
Sun Dec 11 17:02:39 2022	1670749359	0	422	422	422
Sun Dec 11 17:02:39 2022	1670749359	0	422	422	421
Sun Dec 11 17:02:33 2022	1670749353	0	422	422	421
Sun Dec 11 17:02:34 2022	1670749354	0	422	422	422
Sun Dec 11 17:02:39 2022	1670749359	0	422	422	422
Sun Dec 11 17:02:33 2022	1670749353	0	422	423	422
Sun Dec 11 17:02:38 2022	1670749358	0	422	423	422
Sun Dec 11 17:02:36 2022	1670749356	0	423	423	422
Sun Dec 11 17:02:40 2022	1670749360	0	422	423	422
Sun Dec 11 17:02:35 2022	1670749355	0	423	423	422
Sun Dec 11 17:02:33 2022	1670749353	0	423	423	422
Sun Dec 11 17:02:33 2022	1670749353	0	423	423	422
Sun Dec 11 17:02:32 2022	1670749352	0	423	423	422
Sun Dec 11 17:02:36 2022	1670749356	0	423	423	422
Sun Dec 11 17:02:38 2022	1670749358	0	423	423	422
Sun Dec 11 17:02:40 2022	1670749360	0	423	423	423
Sun Dec 11 17:02:39 2022	1670749359	0	423	423	423
Sun Dec 11 17:02:38 2022	1670749358	0	423	423	423
Sun Dec 11 17:02:33 2022	1670749353	0	423	423	422
Sun Dec 11 17:02:39 2022	1670749359	0	423	424	423
Sun Dec 11 17:02:33 2022	1670749353	0	424	424	423
Sun Dec 11 17:02:35 2022	1670749355	0	424	424	422
Sun Dec 11 17:02:38 2022	1670749358	0	424	424	423
Sun Dec 11 17:02:37 2022	1670749357	0	424	424	423
Sun Dec 11 17:02:38 2022	1670749358	0	424	424	423
Sun Dec 11 17:02:33 2022	1670749353	0	424	424	423
Sun Dec 11 17:02:38 2022	1670749358	0	424	424	423
Sun Dec 11 17:02:34 2022	1670749354	0	424	424	424
Sun Dec 11 17:02:38 2022	1670749358	0	424	424	424
Sun Dec 11 17:02:33 2022	1670749353	0	424	424	424
Sun Dec 11 17:02:37 2022	1670749357	0	424	424	424
Sun Dec 11 17:02:37 2022	1670749357	0	424	424	424
Sun Dec 11 17:02:34 2022	1670749354	0	424	424	424
Sun Dec 11 17:02:39 2022	1670749359	0	424	425	424
Sun Dec 11 17:02:35 2022	1670749355	0	424	425	423
Sun Dec 11 17:02:32 2022	1670749352	0	425	425	424
Sun Dec 11 17:02:39 2022	1670749359	0	425	425	424
Sun Dec 11 17:02:36 2022	1670749356	0	425	425	424
Sun Dec 11 17:02:32 2022	1670749352	3	422	425	421
Sun Dec 11 17:02:33 2022	1670749353	0	425	425	424
Sun Dec 11 17:02:36 2022	1670749356	0	425	425	424
Sun Dec 11 17:02:39 2022	1670749359	0	425	425	425
Sun Dec 11 17:02:39 2022	1670749359	0	425	425	425
Sun Dec 11 17:02:36 2022	1670749356	0	425	425	424
Sun Dec 11 17:02:32 2022	1670749352	0	425	425	424
Sun Dec 11 17:02:36 2022	1670749356	0	425	425	425
Sun Dec 11 17:02:36 2022	1670749356	0	425	426	425
Sun Dec 11 17:02:36 2022	1670749356	0	425	426	424
Sun Dec 11 17:02:38 2022	1670749358	0	426	426	425
Sun Dec 11 17:02:39 2022	1670749359	0	426	426	426
Sun Dec 11 17:02:34 2022	1670749354	0	426	426	415
Sun Dec 11 17:02:40 2022	1670749360	0	426	426	425
Sun Dec 11 17:02:39 2022	1670749359	0	426	426	426
Sun Dec 11 17:02:38 2022	1670749358	0	426	426	425
Sun Dec 11 17:02:37 2022	1670749357	0	426	426	425
Sun Dec 11 17:02:34 2022	1670749354	0	426	426	426
Sun Dec 11 17:02:39 2022	1670749359	0	426	426	426
Sun Dec 11 17:02:38 2022	1670749358	0	426	426	426
Sun Dec 11 17:02:38 2022	1670749358	0	426	426	426
Sun Dec 11 17:02:36 2022	1670749356	0	426	426	425
Sun Dec 11 17:02:32 2022	1670749352	0	426	426	426
Sun Dec 11 17:02:33 2022	1670749353	0	426	426	426
Sun Dec 11 17:02:34 2022	1670749354	0	426	426	426
Sun Dec 11 17:02:34 2022	1670749354	0	426	426	426
Sun Dec 11 17:02:34 2022	1670749354	0	426	427	426
Sun Dec 11 17:02:38 2022	1670749358	0	426	427	426
Sun Dec 11 17:02:34 2022	1670749354	0	427	427	426
Sun Dec 11 17:02:38 2022	1670749358	0	427	427	426
Sun Dec 11 17:02:34 2022	1670749354	0	427	427	426
Sun Dec 11 17:02:35 2022	1670749355	0	427	427	426
Sun Dec 11 17:02:40 2022	1670749360	0	427	427	426
Sun Dec 11 17:02:39 2022	1670749359	0	427	427	426
Sun Dec 11 17:02:36 2022	1670749356	0	427	427	426
Sun Dec 11 17:02:34 2022	1670749354	0	427	427	426
Sun Dec 11 17:02:39 2022	1670749359	0	427	427	426
Sun Dec 11 17:02:33 2022	1670749353	0	427	427	426
Sun Dec 11 17:02:36 2022	1670749356	0	427	427	426
Sun Dec 11 17:02:38 2022	1670749358	0	427	427	424
Sun Dec 11 17:02:33 2022	1670749353	0	427	427	427
Sun Dec 11 17:02:38 2022	1670749358	0	427	427	427
Sun Dec 11 17:02:37 2022	1670749357	0	427	427	426
Sun Dec 11 17:02:32 2022	1670749352	0	427	427	426
Sun Dec 11 17:02:40 2022	1670749360	0	427	427	427
Sun Dec 11 17:02:39 2022	1670749359	0	427	427	427
Sun Dec 11 17:02:35 2022	1670749355	0	427	427	426
Sun Dec 11 17:02:39 2022	1670749359	0	427	427	427
Sun Dec 11 17:02:32 2022	1670749352	0	427	428	426
Sun Dec 11 17:02:37 2022	1670749357	0	427	428	425
Sun Dec 11 17:02:38 2022	1670749358	0	427	428	427
Sun Dec 11 17:02:32 2022	1670749352	0	427	428	426
Sun Dec 11 17:02:32 2022	1670749352	0	427	428	426
Sun Dec 11 17:02:37 2022	1670749357	0	428	428	427
Sun Dec 11 17:02:38 2022	1670749358	0	428	428	427
Sun Dec 11 17:02:38 2022	1670749358	0	428	428	427
Sun Dec 11 17:02:33 2022	1670749353	0	428	428	427
Sun Dec 11 17:02:36 2022	1670749356	0	428	428	427
Sun Dec 11 17:02:34 2022	1670749354	0	428	428	427
Sun Dec 11 17:02:38 2022	1670749358	0	428	428	427
Sun Dec 11 17:02:32 2022	1670749352	4	424	428	424
Sun Dec 11 17:02:38 2022	1670749358	0	428	428	428
Sun Dec 11 17:02:34 2022	1670749354	0	428	428	428
Sun Dec 11 17:02:39 2022	1670749359	0	428	428	427
Sun Dec 11 17:02:33 2022	1670749353	0	428	428	428
Sun Dec 11 17:02:38 2022	1670749358	0	428	429	428
Sun Dec 11 17:02:34 2022	1670749354	0	428	429	428
Sun Dec 11 17:02:34 2022	1670749354	0	429	429	418
Sun Dec 11 17:02:34 2022	1670749354	0	428	429	428
Sun Dec 11 17:02:39 2022	1670749359	0	428	429	428
Sun Dec 11 17:02:39 2022	1670749359	0	428	429	428
Sun Dec 11 17:02:36 2022	1670749356	0	428	429	428
Sun Dec 11 17:02:32 2022	1670749352	0	429	429	428
Sun Dec 11 17:02:34 2022	1670749354	0	429	429	428
Sun Dec 11 17:02:36 2022	1670749356	0	429	429	428
Sun Dec 11 17:02:38 2022	1670749358	0	429	429	428
Sun Dec 11 17:02:33 2022	1670749353	0	429	429	428
Sun Dec 11 17:02:35 2022	1670749355	0	429	429	428
Sun Dec 11 17:02:32 2022	1670749352	0	429	429	429
Sun Dec 11 17:02:34 2022	1670749354	0	429	429	429
Sun Dec 11 17:02:36 2022	1670749356	0	429	429	429
Sun Dec 11 17:02:38 2022	1670749358	0	429	429	429
Sun Dec 11 17:02:33 2022	1670749353	0	429	429	429
Sun Dec 11 17:02:34 2022	1670749354	0	429	429	429
Sun Dec 11 17:02:33 2022	1670749353	0	429	429	429
Sun Dec 11 17:02:38 2022	1670749358	0	429	430	429
Sun Dec 11 17:02:34 2022	1670749354	0	429	430	419
Sun Dec 11 17:02:35 2022	1670749355	0	429	430	429
Sun Dec 11 17:02:38 2022	1670749358	0	430	430	428
Sun Dec 11 17:02:35 2022	1670749355	0	430	430	429
Sun Dec 11 17:02:34 2022	1670749354	0	430	430	428
Sun Dec 11 17:02:37 2022	1670749357	0	430	430	429
Sun Dec 11 17:02:39 2022	1670749359	0	430	430	429
Sun Dec 11 17:02:32 2022	1670749352	0	430	430	422
Sun Dec 11 17:02:37 2022	1670749357	0	430	430	429
Sun Dec 11 17:02:38 2022	1670749358	0	430	430	429
Sun Dec 11 17:02:38 2022	1670749358	0	430	430	429
Sun Dec 11 17:02:37 2022	1670749357	0	430	430	429
Sun Dec 11 17:02:39 2022	1670749359	0	430	430	430
Sun Dec 11 17:02:33 2022	1670749353	0	430	430	429
Sun Dec 11 17:02:39 2022	1670749359	0	430	430	430
Sun Dec 11 17:02:39 2022	1670749359	0	430	430	430
Sun Dec 11 17:02:33 2022	1670749353	0	430	430	429
Sun Dec 11 17:02:34 2022	1670749354	0	430	431	430
Sun Dec 11 17:02:40 2022	1670749360	0	430	431	430
Sun Dec 11 17:02:36 2022	1670749356	0	430	431	430
Sun Dec 11 17:02:34 2022	1670749354	0	431	431	430
Sun Dec 11 17:02:33 2022	1670749353	0	430	431	430
Sun Dec 11 17:02:35 2022	1670749355	0	431	431	430
Sun Dec 11 17:02:40 2022	1670749360	0	431	431	430
Sun Dec 11 17:02:38 2022	1670749358	0	431	431	430
Sun Dec 11 17:02:38 2022	1670749358	0	431	431	430
Sun Dec 11 17:02:37 2022	1670749357	0	431	431	430
Sun Dec 11 17:02:39 2022	1670749359	2	429	431	429
Sun Dec 11 17:02:33 2022	1670749353	0	431	431	431
Sun Dec 11 17:02:38 2022	1670749358	0	431	431	430
Sun Dec 11 17:02:37 2022	1670749357	0	431	431	430
Sun Dec 11 17:02:33 2022	1670749353	0	431	431	430
Sun Dec 11 17:02:38 2022	1670749358	0	431	431	430
Sun Dec 11 17:02:40 2022	1670749360	0	431	431	431
Sun Dec 11 17:02:34 2022	1670749354	0	431	431	431
Sun Dec 11 17:02:34 2022	1670749354	0	431	432	431
Sun Dec 11 17:02:35 2022	1670749355	0	431	432	431
Sun Dec 11 17:02:39 2022	1670749359	0	431	432	431
Sun Dec 11 17:02:36 2022	1670749356	0	432	432	431
Sun Dec 11 17:02:32 2022	1670749352	4	428	432	426
Sun Dec 11 17:02:40 2022	1670749360	0	432	432	431
Sun Dec 11 17:02:39 2022	1670749359	0	432	432	431
Sun Dec 11 17:02:33 2022	1670749353	0	432	432	431
Sun Dec 11 17:02:39 2022	1670749359	0	432	432	431
Sun Dec 11 17:02:36 2022	1670749356	0	432	432	431
Sun Dec 11 17:02:40 2022	1670749360	0	432	432	431
Sun Dec 11 17:02:36 2022	1670749356	0	432	432	431
Sun Dec 11 17:02:33 2022	1670749353	1	432	432	430
Sun Dec 11 17:02:38 2022	1670749358	0	432	432	432
Sun Dec 11 17:02:33 2022	1670749353	0	432	432	431
Sun Dec 11 17:02:33 2022	1670749353	0	432	432	431
Sun Dec 11 17:02:38 2022	1670749358	0	432	432	432
Sun Dec 11 17:02:34 2022	1670749354	0	432	432	432
Sun Dec 11 17:02:34 2022	1670749354	0	432	432	432
Sun Dec 11 17:02:32 2022	1670749352	4	429	432	426
Sun Dec 11 17:02:33 2022	1670749353	0	432	433	432
Sun Dec 11 17:02:32 2022	1670749352	0	432	433	432
Sun Dec 11 17:02:38 2022	1670749358	0	432	433	432
Sun Dec 11 17:02:36 2022	1670749356	0	433	433	432
Sun Dec 11 17:02:36 2022	1670749356	0	433	433	432
Sun Dec 11 17:02:38 2022	1670749358	0	433	433	432
Sun Dec 11 17:02:37 2022	1670749357	0	433	433	432
Sun Dec 11 17:02:34 2022	1670749354	0	433	433	432
Sun Dec 11 17:02:39 2022	1670749359	0	433	433	433
Sun Dec 11 17:02:37 2022	1670749357	0	433	433	432
Sun Dec 11 17:02:34 2022	1670749354	0	433	433	433
Sun Dec 11 17:02:38 2022	1670749358	0	433	433	432
Sun Dec 11 17:02:32 2022	1670749352	0	433	433	432
Sun Dec 11 17:02:37 2022	1670749357	0	433	433	433
Sun Dec 11 17:02:36 2022	1670749356	0	433	433	433
Sun Dec 11 17:02:38 2022	1670749358	0	433	433	433
Sun Dec 11 17:02:36 2022	1670749356	0	433	433	431
Sun Dec 11 17:02:39 2022	1670749359	0	433	434	433
Sun Dec 11 17:02:33 2022	1670749353	0	433	434	432
Sun Dec 11 17:02:34 2022	1670749354	0	434	434	433
Sun Dec 11 17:02:32 2022	1670749352	2	431	434	430
Sun Dec 11 17:02:32 2022	1670749352	3	431	434	428
Sun Dec 11 17:02:37 2022	1670749357	0	434	434	433
Sun Dec 11 17:02:34 2022	1670749354	0	434	434	433
Sun Dec 11 17:02:34 2022	1670749354	0	434	434	433
Sun Dec 11 17:02:37 2022	1670749357	0	434	434	432
Sun Dec 11 17:02:37 2022	1670749357	0	434	434	432
Sun Dec 11 17:02:36 2022	1670749356	0	434	434	433
Sun Dec 11 17:02:34 2022	1670749354	0	434	434	433
Sun Dec 11 17:02:32 2022	1670749352	3	431	434	429
Sun Dec 11 17:02:32 2022	1670749352	4	430	434	430
Sun Dec 11 17:02:34 2022	1670749354	0	434	434	434
Sun Dec 11 17:02:33 2022	1670749353	0	434	434	434
Sun Dec 11 17:02:33 2022	1670749353	0	434	434	433
Sun Dec 11 17:02:37 2022	1670749357	0	434	435	434
Sun Dec 11 17:02:39 2022	1670749359	0	434	435	434
Sun Dec 11 17:02:39 2022	1670749359	0	435	435	434
Sun Dec 11 17:02:33 2022	1670749353	0	435	435	434
Sun Dec 11 17:02:39 2022	1670749359	0	435	435	435
Sun Dec 11 17:02:34 2022	1670749354	0	435	435	435
Sun Dec 11 17:02:37 2022	1670749357	0	435	435	433
Sun Dec 11 17:02:33 2022	1670749353	0	435	435	435
Sun Dec 11 17:02:33 2022	1670749353	0	435	435	435
Sun Dec 11 17:02:34 2022	1670749354	0	435	436	435
Sun Dec 11 17:02:32 2022	1670749352	3	433	436	432
Sun Dec 11 17:02:33 2022	1670749353	0	436	436	435
Sun Dec 11 17:02:38 2022	1670749358	0	436	436	435
Sun Dec 11 17:02:37 2022	1670749357	0	435	436	427
Sun Dec 11 17:02:33 2022	1670749353	0	436	436	435
Sun Dec 11 17:02:33 2022	1670749353	0	436	436	435
Sun Dec 11 17:02:32 2022	1670749352	0	436	436	435
Sun Dec 11 17:02:33 2022	1670749353	0	436	436	435
Sun Dec 11 17:02:33 2022	1670749353	0	436	436	436
Sun Dec 11 17:02:39 2022	1670749359	0	437	437	436
Sun Dec 11 17:02:37 2022	1670749357	0	437	437	436
Sun Dec 11 17:02:37 2022	1670749357	0	437	437	436
Sun Dec 11 17:02:33 2022	1670749353	0	437	437	435
